key,label,suggested_label,rule_label,ml_confidence,reason,source_file,visual_id,instance,plist,die_id,vmin_found,num_rows,num_cols,total_fail_ratio,top_fail_ratio,bot_fail_ratio,left_fail_ratio,right_fail_ratio,center_fail_ratio,edge_fail_ratio,left_edge_fail_ratio,right_edge_fail_ratio,center_band_fail_ratio,q_tl_ratio,q_tr_ratio,q_bl_ratio,q_br_ratio,is_diagonal,isolated_fail_ratio,largest_cluster_ratio,avg_row_transitions,max_row_transitions,num_rows,num_cols,vertical_symmetry,horizontal_symmetry,vertical_gradient,horizontal_gradient,boundary_monotonicity,boundary_spread,aspect_ratio,fail_row_fraction,fail_col_fraction
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6EY561600014|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_C_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9895,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_2_20260406201408_QAHOT.itf,D6EY561600014,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_C_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4252,0.4252,0,0.8571,0,0.3538,0.5,1,0,0.2791,0.8571,0,0,0,0,0.037,1,1,1,1,127,1,0.1496,0.4252,-0.8571,0,0,127,1,0.4252
D55Y5V1600313_25ww25p3_shmoo_cwf_COMP_DDIMB_rep_END.txt|NO_VID|ATPG_DKTBUS_VMIN_K_LTTC_STF_CORE_VNOM_X_COMP_IE_CEILING_cs|reset_Mscn_hvm400RPT8x_SSN_global_scan|0,floor,floor,diagonal,0.9900,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\D55Y5V1600313_25ww25p3_shmoo_cwf_COMP_DDIMB_rep_END.txt,,ATPG_DKTBUS_VMIN_K_LTTC_STF_CORE_VNOM_X_COMP_IE_CEILING_cs,reset_Mscn_hvm400RPT8x_SSN_global_scan,,Vmin Found (High): 0.780V,46,21,0.5683,0.1408,0.9959,0.5739,0.5632,0.5152,0.5883,0.5776,0.5683,0.559,0.1478,0.1344,1,0.9921,1,0.0091,0.8925,0.3696,4,46,21,0.1449,0.9545,-0.8551,-0.0107,1,0.619,0.4565,0.6739,1
J615046MV_5261_chk_1_20260406201304_QAHOT.itf|D5FW211500015|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,speed_limit,speed_limit,mixed,0.9900,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_1_20260406201304_QAHOT.itf,D5FW211500015,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.560V,21,12,0.7103,0.447,1,0.627,0.7937,0.9091,0.6398,0.5952,0.8095,0.7262,0.2879,0.6061,1,1,0,0.0056,1,0.381,3,21,12,0.4206,0.8333,-0.553,0.1667,1,0,0.5714,0.8571,1
J609109MV_5261_chk_2_20260227025451_QAHOT_shmoo.itf|D6HH377700208|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9924,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J609109MV_5261_chk_2_20260227025451_QAHOT_shmoo.itf,D6HH377700208,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4173,0.4173,0,0.8413,0,0.3385,0.5,1,0,0.2558,0.8413,0,0,0,0,0.0377,1,1,1,1,127,1,0.1654,0.4173,-0.8413,0,0,127,1,0.4173
J609109MV_5261_chk_2_20260227025451_QAHOT_shmoo.itf|D6911LW000133|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9924,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J609109MV_5261_chk_2_20260227025451_QAHOT_shmoo.itf,D6911LW000133,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4173,0.4173,0,0.8413,0,0.3385,0.5,1,0,0.2558,0.8413,0,0,0,0,0.0377,1,1,1,1,127,1,0.1654,0.4173,-0.8413,0,0,127,1,0.4173
J615046MV_5261_chk_1_20260406201304_QAHOT.itf|D5KY222800060|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9924,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_1_20260406201304_QAHOT.itf,D5KY222800060,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4173,0.4173,0,0.8413,0,0.3385,0.5,1,0,0.2558,0.8413,0,0,0,0,0.0377,1,1,1,1,127,1,0.1654,0.4173,-0.8413,0,0,127,1,0.4173
J615046MV_5261_chk_1_20260406201304_QAHOT.itf|D63U4E2300008|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9924,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_1_20260406201304_QAHOT.itf,D63U4E2300008,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4173,0.4173,0,0.8413,0,0.3385,0.5,1,0,0.2558,0.8413,0,0,0,0,0.0377,1,1,1,1,127,1,0.1654,0.4173,-0.8413,0,0,127,1,0.4173
J615046MV_5261_chk_1_20260406201304_QAHOT.itf|D5FW211500015|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9924,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_1_20260406201304_QAHOT.itf,D5FW211500015,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4173,0.4173,0,0.8413,0,0.3385,0.5,1,0,0.2558,0.8413,0,0,0,0,0.0377,1,1,1,1,127,1,0.1654,0.4173,-0.8413,0,0,127,1,0.4173
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D51WH87200131|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_D_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9924,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_2_20260406201408_QAHOT.itf,D51WH87200131,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_D_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4173,0.4173,0,0.8413,0,0.3385,0.5,1,0,0.2558,0.8413,0,0,0,0,0.0377,1,1,1,1,127,1,0.1654,0.4173,-0.8413,0,0,127,1,0.4173
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FS873401080|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9924,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_3_20260406202438_QAHOT.itf,D6FS873401080,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4173,0.4173,0,0.8413,0,0.3385,0.5,1,0,0.2558,0.8413,0,0,0,0,0.0377,1,1,1,1,127,1,0.1654,0.4173,-0.8413,0,0,127,1,0.4173
J615046MV_5261_chk_1_20260406201304_QAHOT.itf|D5FW211500015|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|1,speed_limit,speed_limit,mixed,0.9933,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_1_20260406201304_QAHOT.itf,D5FW211500015,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.550V,21,12,0.6944,0.4167,1,0.6111,0.7778,0.8333,0.6452,0.5952,0.7976,0.6905,0.2576,0.5758,1,1,0,0.0114,1,0.619,5,21,12,0.3889,0.8333,-0.5833,0.1667,1,0.0833,0.5714,0.8571,1
J609109MV_5261_chk_2_20260227025451_QAHOT_shmoo.itf|D6911LW000133|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_C_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9944,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J609109MV_5261_chk_2_20260227025451_QAHOT_shmoo.itf,D6911LW000133,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_C_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4252,0.4252,0,0.8571,0,0.3538,0.5,1,0,0.2791,0.8571,0,0,0,0,0.0556,0.9815,3,3,1,127,1,0.1496,0.4252,-0.8571,0,0,127,1,0.4252
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FS873401080|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_D_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9944,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_3_20260406202438_QAHOT.itf,D6FS873401080,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_D_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4173,0.4173,0,0.8413,0,0.3385,0.5,1,0,0.2558,0.8413,0,0,0,0,0.0566,0.9811,3,3,1,127,1,0.1654,0.4173,-0.8413,0,0,127,1,0.4173
D5SA581700227_25ww25p3_shmoo_cwf_IE_chk_f1_rep_failing_pattern.txt|NO_VID|SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP|scn_c_dkt_f1_chkcore_sEs_edt_noawt_core0_2mclk_tatpg_list|0,floor,floor,mixed,0.9967,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\D5SA581700227_25ww25p3_shmoo_cwf_IE_chk_f1_rep_failing_pattern.txt,,SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP,scn_c_dkt_f1_chkcore_sEs_edt_noawt_core0_2mclk_tatpg_list,,Vmin Found: 0.650V,36,11,0.1414,0,0.2828,0.1444,0.1389,0,0.2074,0.1389,0.1389,0.1444,0,0,0.2889,0.2778,0,0,1,0.0556,2,36,11,0.7172,0.9949,-0.2828,-0.0056,1,0,0.3056,0.1667,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6EY561600014|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all||0,unknown,unknown,left wall,0.9967,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_2_20260406201408_QAHOT.itf,D6EY561600014,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.3858,0.3858,0,0.7778,0,0.2769,0.5,1,0,0.1628,0.7778,0,0,0,0,0.0816,0.9388,3,3,1,127,1,0.2283,0.3858,-0.7778,0,0,127,1,0.3858
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FS873401080|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,speed_limit,speed_limit,floor,0.9967,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_3_20260406202438_QAHOT.itf,D6FS873401080,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.530V,21,12,0.5754,0.2803,0.9,0.4048,0.746,0.6818,0.5376,0.3333,0.7976,0.5952,0.0455,0.5152,0.8,1,0,0.0069,1,0.7143,1,21,12,0.373,0.6587,-0.6197,0.3413,1,0,0.5714,0.9048,1
D55Y5V1600313_25ww24p1_shmoo_cwf_COMP_CA1TF_DDIMB_IO_3rep.txt|NO_VID|SHMOO_X_SHMOO_E_BEGIN_STF_VCCINF_X_X_X_X_COMP|reset_Mscn_stf400_SSN_global_scan|0,floor,floor,mixed,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\D55Y5V1600313_25ww24p1_shmoo_cwf_COMP_CA1TF_DDIMB_IO_3rep.txt,,SHMOO_X_SHMOO_E_BEGIN_STF_VCCINF_X_X_X_X_COMP,reset_Mscn_stf400_SSN_global_scan,,Vmin Found: 0.670V,41,21,0.1707,0,0.35,0.1707,0.1707,0,0.2333,0.1707,0.1707,0.1707,0,0,0.35,0.35,0,0,1,0,0,41,21,0.6585,1,-0.35,0,1,0,0.5122,0.1707,1
D5SA581700227_25ww25p3_shmoo_cwf_IE_chk_f1_rep_2failing_pattern.txt|NO_VID|SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP|scn_c_dkt_f1_chkcore_sEs_edt_noawt_core0_2mclk_tatpg_list|0,floor,floor,mixed,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\D5SA581700227_25ww25p3_shmoo_cwf_IE_chk_f1_rep_2failing_pattern.txt,,SHMOO_X_SHMOO_E_BEGIN_STF_CORE_X_X_X_X_COMP,scn_c_dkt_f1_chkcore_sEs_edt_noawt_core0_2mclk_tatpg_list,,Vmin Found: 0.670V,36,11,0.202,0,0.404,0.2056,0.1991,0,0.2963,0.2037,0.1944,0.2056,0,0,0.4111,0.3981,0,0,1,0.1111,4,36,11,0.596,0.9848,-0.404,-0.0065,1,0,0.3056,0.2222,1
J609109MV_5261_chk_2_20260227025451_QAHOT_shmoo.itf|D6HH377700208|TATPG_DDRMC_VMIN_K_LTTC_STF_DDRD_VMIN_F1_COMP_IE_I2TD_7911|scn_c_ddrd_f1_lttcddrd_sEs_edt_ddrmc_tatpg_ph1_list|0,floor,floor,diagonal,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J609109MV_5261_chk_2_20260227025451_QAHOT_shmoo.itf,D6HH377700208,TATPG_DDRMC_VMIN_K_LTTC_STF_DDRD_VMIN_F1_COMP_IE_I2TD_7911,scn_c_ddrd_f1_lttcddrd_sEs_edt_ddrmc_tatpg_ph1_list,,Vmin Found: 0.730V,26,9,0.5085,0.0342,0.9829,0.5096,0.5077,0.5,0.5122,0.5256,0.4872,0.5128,0.0385,0.0308,0.9808,0.9846,1,0.0084,1,0.3462,4,26,9,0.0513,0.9573,-0.9487,-0.0019,1,0.3333,0.3462,0.5769,1
J615046MV_5261_chk_1_20260406201304_QAHOT.itf|D5KY222800060|TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF|scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list|0,speed_limit,speed_limit,floor,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_1_20260406201304_QAHOT.itf,D5KY222800060,TATPG_DKTCOREFUSA_VMIN_K_END_STF_CORE_VMIN_F1_COMP_IE_R5_PRF,scn_c_dkt_x_endcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_stf200_list,,Vmin Found: 0.520V,21,12,0.6151,0.2652,1,0.5,0.7302,0.6364,0.6075,0.5,0.7857,0.5595,0.0455,0.4848,1,1,0,0,1,0.5238,4,21,12,0.254,0.7698,-0.7348,0.2302,1,0.0833,0.5714,0.8571,1
J615046MV_5261_chk_1_20260406201304_QAHOT.itf|D63U4E2300008|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,speed_limit,speed_limit,floor,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_1_20260406201304_QAHOT.itf,D63U4E2300008,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6349,0.3232,0.9778,0.4881,0.7524,0.7636,0.5821,0.4603,0.8095,0.6349,0.0682,0.5273,0.95,1,0,0,1,0.4762,1,21,9,0.3333,0.7354,-0.6545,0.2643,1,0,0.4286,0.8571,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D51WH87200131|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all||0,unknown,unknown,left wall,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_2_20260406201408_QAHOT.itf,D51WH87200131,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_N_SOC_SPARE0_DIE_B_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4016,0.4016,0,0.8095,0,0.3077,0.5,1,0,0.2093,0.8095,0,0,0,0,0.0392,1,1,1,1,127,1,0.1969,0.4016,-0.8095,0,0,127,1,0.4016
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6BU385800058|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,speed_limit,speed_limit,mixed,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_2_20260406201408_QAHOT.itf,D6BU385800058,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6561,0.3535,0.9889,0.5119,0.7714,0.8,0.597,0.4921,0.8254,0.6508,0.0909,0.5636,0.975,1,0,0.0081,1,0.4762,1,21,9,0.3545,0.746,-0.6354,0.2595,1,0,0.4286,0.9048,1
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6BU385800058|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_D_RCOMP_CTV_left_all||0,unknown,unknown,left wall,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_2_20260406201408_QAHOT.itf,D6BU385800058,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_D_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.4016,0.4016,0,0.8095,0,0.3077,0.5,1,0,0.2093,0.8095,0,0,0,0,0.0392,1,1,1,1,127,1,0.1969,0.4016,-0.8095,0,0,127,1,0.4016
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6BU385800058|SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_C_RCOMP_CTV_left_all||0,unknown,unknown,left wall,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_2_20260406201408_QAHOT.itf,D6BU385800058,SIO_BSCAN_COMP::BSCAN_X_EYEDIAGRAM_E_BEGIN_TAP_VNN_VMIN_X_MEASURE_RCOMP_P_SOC_SPARE0_DIE_C_RCOMP_CTV_left_all,,,Vmin Found: 0.000V,1,127,0.3937,0.3937,0,0.7937,0,0.2923,0.5,1,0,0.186,0.7937,0,0,0,0,0.04,1,1,1,1,127,1,0.2126,0.3937,-0.7937,0,0,127,1,0.3937
J615046MV_5261_chk_2_20260406201408_QAHOT.itf|D6EY561600014|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,speed_limit,speed_limit,floor,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_2_20260406201408_QAHOT.itf,D6EY561600014,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.6243,0.3131,0.9667,0.4762,0.7429,0.7455,0.5746,0.4444,0.8095,0.619,0.0682,0.5091,0.925,1,0,0,1,0.4762,1,21,9,0.3333,0.7354,-0.6535,0.2667,1,0,0.4286,0.8571,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FS873401080|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,speed_limit,speed_limit,mixed,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_3_20260406202438_QAHOT.itf,D6FS873401080,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6667,0.3737,0.9889,0.5238,0.781,0.8182,0.6045,0.4921,0.8413,0.6667,0.1136,0.5818,0.975,1,0,0,1,0.4762,1,21,9,0.3757,0.746,-0.6152,0.2571,1,0,0.4286,0.9048,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D6FN374300110|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,speed_limit,speed_limit,floor,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_3_20260406202438_QAHOT.itf,D6FN374300110,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.530V,21,9,0.619,0.2929,0.9778,0.4881,0.7238,0.7273,0.5746,0.4603,0.7778,0.619,0.0682,0.4727,0.95,1,0,0.0085,1,0.4762,1,21,9,0.3016,0.7672,-0.6848,0.2357,1,0,0.4286,0.8571,1
J615046MV_5261_chk_3_20260406202438_QAHOT.itf|D63K3U5800077|TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF|scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list|0,speed_limit,speed_limit,mixed,1.0000,rule_ml_disagree,C:\Scripts\shmoo_parser\test_data\test_small\J615046MV_5261_chk_3_20260406202438_QAHOT.itf,D63K3U5800077,TATPG_DKTCOREFUSA_VMIN_K_CHKCOREF1_STF_CORE_VMIN_F1_COMP_IE_PRF,scn_c_dkt_f1_chkcore_sEs_edt_awt_core0_3mclk_tatpg_exbypdfrftop_list,,Vmin Found: 0.540V,21,9,0.6508,0.3535,0.9778,0.4881,0.781,0.7818,0.597,0.4603,0.8413,0.6508,0.0682,0.5818,0.95,1,0,0,1,0.5238,1,21,9,0.3651,0.7143,-0.6242,0.2929,1,0,0.4286,0.9048,1
